Address,Price,Sold_Year
RIPPLESIDE VIC 3215,"$960,000 ",Sold at auction 19 Nov 2022
ROXBURGH PARK VIC 3064,"$650,000 ",Sold at auction 19 Nov 2022
RYE VIC 3941,"$1,045,000 ",Sold by private treaty 19 Nov 2022
RYE VIC 3941,"$1,135,000 ",Sold at auction 19 Nov 2022
SAFETY BEACH VIC 3936,"$675,000 ",Sold by private treaty 19 Nov 2022
SANDRINGHAM VIC 3191,"$1,240,000 ",Sold at auction 19 Nov 2022
SEAFORD VIC 3198,"$745,000 ",Sold at auction 19 Nov 2022
SEDDON VIC 3011,"$1,720,000 ",Sold at auction 19 Nov 2022
SOUTH MELBOURNE VIC 3205,"$1,290,000 ",Sold by private treaty 19 Nov 2022
SOUTH MORANG VIC 3752,"$667,500 ",Sold at auction 19 Nov 2022
SOUTH MORANG VIC 3752,"$736,000 ",Sold at auction 19 Nov 2022
SOUTH MORANG VIC 3752,"$582,000 ",Sold at auction 19 Nov 2022
SPRINGVALE VIC 3171,"$676,000 ",Sold by private treaty 19 Nov 2022
SPRINGVALE VIC 3171,"$950,000 ",Sold at auction 19 Nov 2022
SUNSHINE NORTH VIC 3020,"$710,000 ",Sold at auction 19 Nov 2022
TAYLORS LAKES VIC 3038,"$760,000 ",Sold at auction 19 Nov 2022
TEMPLESTOWE VIC 3106,"$1,373,000 ",Sold at auction 19 Nov 2022
TEMPLESTOWE LOWER VIC 3107,"$1,202,000 ",Sold at auction 19 Nov 2022
TEMPLESTOWE LOWER VIC 3107,"$1,810,000 ",Sold at auction 19 Nov 2022
TEMPLESTOWE LOWER VIC 3107,"$950,000 ",Sold at auction 19 Nov 2022
TEMPLESTOWE LOWER VIC 3107,"$1,255,000 ",Sold at auction 19 Nov 2022
TEMPLESTOWE LOWER VIC 3107,"$1,375,000 ",Sold at auction 19 Nov 2022
THOMASTOWN VIC 3074,"$605,000 ",Sold at auction 19 Nov 2022
THORNBURY VIC 3071,"$1,650,000 ",Sold at auction 19 Nov 2022
THORNBURY VIC 3071,"$1,330,000 ",Sold at auction 19 Nov 2022
TULLAMARINE VIC 3043,"$685,000 ",Sold at auction 19 Nov 2022
VENUS BAY VIC 3956,"$570,000 ",Sold by private treaty 19 Nov 2022
VERMONT VIC 3133,"$1,016,000 ",Sold at auction 19 Nov 2022
VERMONT VIC 3133,"$1,097,000 ",Sold at auction 19 Nov 2022
WANTIRNA VIC 3152,"$1,188,000 ",Sold at auction 19 Nov 2022
WANTIRNA VIC 3152,"$1,160,000 ",Sold at auction 19 Nov 2022
WANTIRNA SOUTH VIC 3152,"$1,381,000 ",Sold at auction 19 Nov 2022
WANTIRNA SOUTH VIC 3152,"$1,725,000 ",Sold at auction 19 Nov 2022
WANTIRNA SOUTH VIC 3152,"$1,180,500 ",Sold at auction 19 Nov 2022
WARRANDYTE VIC 3113,"$3,401,000 ",Sold by private treaty 19 Nov 2022
WARRANWOOD VIC 3134,"$1,640,000 ",Sold by private treaty 19 Nov 2022
WATSONIA VIC 3087,"$741,000 ",Sold at auction 19 Nov 2022
WEST FOOTSCRAY VIC 3012,"$610,000 ",Sold at auction 19 Nov 2022
WESTMEADOWS VIC 3049,"$520,000 ",Sold at auction 19 Nov 2022
WESTMEADOWS VIC 3049,"$793,000 ",Sold at auction 19 Nov 2022
WHEELERS HILL VIC 3150,"$1,550,000 ",Sold at auction 19 Nov 2022
WHEELERS HILL VIC 3150,"$1,238,000 ",Sold at auction 19 Nov 2022
WHEELERS HILL VIC 3150,"$1,640,000 ",Sold at auction 19 Nov 2022
WHITTLESEA VIC 3757,"$880,000 ",Sold by private treaty 19 Nov 2022
WHITTLESEA VIC 3757,"$600,000 ",Sold by private treaty 19 Nov 2022
WILLIAMS LANDING VIC 3027,"$780,000 ",Sold at auction 19 Nov 2022
WINDSOR VIC 3181,"$1,160,000 ",Sold at auction 19 Nov 2022
WOLLERT VIC 3750,"$591,000 ",Sold by private treaty 19 Nov 2022
WOLLERT VIC 3750,"$710,000 ",Sold at auction 19 Nov 2022
WOLLERT VIC 3750,"$605,000 ",Sold at auction 19 Nov 2022
WOLLERT VIC 3750,"$840,000 ",Sold at auction 19 Nov 2022
YARRAVILLE VIC 3013,"$1,291,000 ",Sold at auction 19 Nov 2022
YARRAVILLE VIC 3013,"$770,000 ",Sold at auction 19 Nov 2022
ALTONA MEADOWS VIC 3028,"$770,000 ",Sold by private treaty 18 Nov 2022
ASCOT VALE VIC 3032,"$1,593,500 ",Sold at auction 18 Nov 2022
ASHWOOD VIC 3147,"$660,000 ",Sold by private treaty 18 Nov 2022
AVOCA VIC 3467,"$103,000 ",Sold by private treaty 18 Nov 2022
BALLAN VIC 3342,"$1,100,000 ",Sold by private treaty 18 Nov 2022
BAYSWATER NORTH VIC 3153,"$1,080,000 ",Sold at auction 18 Nov 2022
BIRCHIP VIC 3483,"$355,000 ",Sold by private treaty 18 Nov 2022
BONNIE BROOK VIC 3335,"$990,000 ",Sold by private treaty 18 Nov 2022
BONSHAW VIC 3352,"$555,000 ",Sold by private treaty 18 Nov 2022
BOOLARRA VIC 3870,"$835,000 ",Sold by private treaty 18 Nov 2022
BORONIA VIC 3155,"$753,000 ",Sold by private treaty 18 Nov 2022
BRAYBROOK VIC 3019,"$380,000 ",Sold prior to auction 18 Nov 2022
BROOKFIELD VIC 3338,"$700,000 ",Sold by private treaty 18 Nov 2022
BROWN HILL VIC 3350,"$1,158,888 ",Sold by private treaty 18 Nov 2022
BRUNSWICK VIC 3056,"$785,000 ",Sold at auction 18 Nov 2022
BRUNSWICK VIC 3056,"$1,046,000 ",Sold by private treaty 18 Nov 2022
BRUNSWICK EAST VIC 3057,"$1,600,000 ",Sold by private treaty 18 Nov 2022
BRUNSWICK EAST VIC 3057,"$1,670,000 ",Sold by private treaty 18 Nov 2022
BRUTHEN VIC 3885,"$590,000 ",Sold by private treaty 18 Nov 2022
BUNDOORA VIC 3083,"$732,500 ",Sold at auction 18 Nov 2022
BUNDOORA VIC 3083,"$743,500 ",Sold at auction 18 Nov 2022
CANADIAN VIC 3350,"$580,000 ",Sold by private treaty 18 Nov 2022
CARLTON VIC 3053,"$280,000 ",Sold by private treaty 18 Nov 2022
CARLTON VIC 3053,"$150,000 ",Sold by private treaty 18 Nov 2022
CAROLINE SPRINGS VIC 3023,"$730,000 ",Sold by private treaty 18 Nov 2022
CAULFIELD VIC 3162,"$1,229,888 ",Sold prior to auction 18 Nov 2022
CHELTENHAM VIC 3192,"$576,000 ",Sold by private treaty 18 Nov 2022
CHIRNSIDE PARK VIC 3116,"$765,000 ",Sold by private treaty 18 Nov 2022
CHURCHILL VIC 3842,"$430,000 ",Sold by private treaty 18 Nov 2022
COBURG NORTH VIC 3058,"$1,180,000 ",Sold at auction 18 Nov 2022
COLIGNAN VIC 3494,"$585,000 ",Sold by private treaty 18 Nov 2022
COWES VIC 3922,"$320,000 ",Sold by private treaty 18 Nov 2022
COWES VIC 3922,"$540,000 ",Sold by private treaty 18 Nov 2022
CRANBOURNE NORTH VIC 3977,"$705,000 ",Sold by private treaty 18 Nov 2022
CRANBOURNE WEST VIC 3977,"$515,000 ",Sold by private treaty 18 Nov 2022
CROYDON VIC 3136,"$740,000 ",Sold by private treaty 18 Nov 2022
CURLEWIS VIC 3222,"$587,000 ",Sold by private treaty 18 Nov 2022
DAISY HILL VIC 3465,"$535,000 ",Sold by private treaty 18 Nov 2022
DONCASTER VIC 3108,"$539,000 ",Sold by private treaty 18 Nov 2022
DONCASTER VIC 3108,"$680,000 ",Sold by private treaty 18 Nov 2022
DROUIN VIC 3818,"$755,000 ",Sold by private treaty 18 Nov 2022
DROUIN VIC 3818,"$663,000 ",Sold by private treaty 18 Nov 2022
DROUIN VIC 3818,"$525,000 ",Sold by private treaty 18 Nov 2022
EAST BENDIGO VIC 3550,"$425,000 ",Sold by private treaty 18 Nov 2022
EAST GEELONG VIC 3219,"$440,000 ",Sold by private treaty 18 Nov 2022
ESSENDON VIC 3040,"$880,000 ",Sold at auction 18 Nov 2022
ESSENDON VIC 3040,"$632,000 ",Sold at auction 18 Nov 2022
ESSENDON VIC 3040,"$410,000 ",Sold by private treaty 18 Nov 2022
FOREST HILL VIC 3131,"$1,070,000 ",Sold by private treaty 18 Nov 2022
GEELONG VIC 3220,"$1,150,000 ",Sold by private treaty 18 Nov 2022
GOWANBRAE VIC 3043,"$685,000 ",Sold at auction 18 Nov 2022
GREENSBOROUGH VIC 3088,"$480,000 ",Sold by private treaty 18 Nov 2022
GREENVALE VIC 3059,"$1,700,000 ",Sold prior to auction 18 Nov 2022
HAMPTON EAST VIC 3188,"$800,000 ",Sold prior to auction 18 Nov 2022
HARKNESS VIC 3337,"$630,000 ",Sold by private treaty 18 Nov 2022
HASTINGS VIC 3915,"$856,000 ",Sold by private treaty 18 Nov 2022
HASTINGS VIC 3915,"$580,000 ",Sold by private treaty 18 Nov 2022
HEATHCOTE VIC 3523,"$820,000 ",Sold by private treaty 18 Nov 2022
HEPBURN VIC 3461,"$620,000 ",Sold by private treaty 18 Nov 2022
HIGHTON VIC 3216,"$511,000 ",Sold by private treaty 18 Nov 2022
HOPPERS CROSSING VIC 3029,"$558,000 ",Sold by private treaty 18 Nov 2022
KANGAROO FLAT VIC 3555,"$503,000 ",Sold by private treaty 18 Nov 2022
KANGAROO FLAT VIC 3555,"$395,000 ",Sold by private treaty 18 Nov 2022
KENSINGTON VIC 3031,"$335,000 ",Sold by private treaty 18 Nov 2022
LAKES ENTRANCE VIC 3909,"$475,000 ",Sold by private treaty 18 Nov 2022
LANCEFIELD VIC 3435,"$610,000 ",Sold by private treaty 18 Nov 2022
LEONGATHA VIC 3953,"$465,000 ",Sold by private treaty 18 Nov 2022
LORNE VIC 3232,"$412,500 ",Sold by private treaty 18 Nov 2022
MACLEOD VIC 3085,"$542,000 ",Sold by private treaty 18 Nov 2022
MAFFRA VIC 3860,"$320,000 ",Sold by private treaty 18 Nov 2022
MALVERN EAST VIC 3145,"$1,020,000 ",Sold by private treaty 18 Nov 2022
MELTON SOUTH VIC 3338,"$380,000 ",Sold by private treaty 18 Nov 2022
MILDURA VIC 3500,"$185,000 ",Sold by private treaty 18 Nov 2022
MILL PARK VIC 3082,"$805,000 ",Sold by private treaty 18 Nov 2022
MOE VIC 3825,"$390,000 ",Sold by private treaty 18 Nov 2022
MOE VIC 3825,"$215,000 ",Sold by private treaty 18 Nov 2022
MOOROOLBARK VIC 3138,"$955,000 ",Sold by private treaty 18 Nov 2022
MORNINGTON VIC 3931,"$645,000 ",Sold by private treaty 18 Nov 2022
MORWELL VIC 3840,"$275,000 ",Sold by private treaty 18 Nov 2022
MORWELL VIC 3840,"$250,000 ",Sold by private treaty 18 Nov 2022
MORWELL VIC 3840,"$320,000 ",Sold by private treaty 18 Nov 2022
MOUNT ELIZA VIC 3930,"$1,200,000 ",Sold by private treaty 18 Nov 2022
MOUNT MARTHA VIC 3934,"$1,405,000 ",Sold by private treaty 18 Nov 2022
MYRTLEFORD VIC 3737,"$550,000 ",Sold by private treaty 18 Nov 2022
NARRE WARREN VIC 3805,"$320,000 ",Sold by private treaty 18 Nov 2022
NARRE WARREN NORTH VIC 3804,"$2,240,000 ",Sold by private treaty 18 Nov 2022
NICHOLSON VIC 3882,"$750,000 ",Sold by private treaty 18 Nov 2022
NIDDRIE VIC 3042,"$675,000 ",Sold prior to auction 18 Nov 2022
NOBLE PARK NORTH VIC 3174,"$810,000 ",Sold by private treaty 18 Nov 2022
NUNAWADING VIC 3131,"$280,000 ",Sold by private treaty 18 Nov 2022
OCEAN GROVE VIC 3226,"$1,305,000 ",Sold by private treaty 18 Nov 2022
PAKENHAM VIC 3810,"$762,000 ",Sold by private treaty 18 Nov 2022
PASCOE VALE VIC 3044,"$815,000 ",Sold by private treaty 18 Nov 2022
PASCOE VALE VIC 3044,"$670,000 ",Sold prior to auction 18 Nov 2022
PORT MELBOURNE VIC 3207,"$465,000 ",Sold by private treaty 18 Nov 2022
PORTLAND VIC 3305,"$740,000 ",Sold by private treaty 18 Nov 2022
PRAHRAN VIC 3181,"$7,500,000 ",Sold by private treaty 18 Nov 2022
RESERVOIR VIC 3073,"$725,000 ",Sold at auction 18 Nov 2022
ROCKBANK VIC 3335,"$379,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$355,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$353,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$379,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$355,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$364,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$364,000 ",Sold by private treaty 18 Nov 2022
ROCKBANK VIC 3335,"$576,666 ",Sold by private treaty 18 Nov 2022
ROWVILLE VIC 3178,"$1,320,000 ",Sold at auction 18 Nov 2022
ROXBURGH PARK VIC 3064,"$636,000 ",Sold by private treaty 18 Nov 2022
ROXBURGH PARK VIC 3064,"$887,000 ",Sold by private treaty 18 Nov 2022
RYE VIC 3941,"$840,000 ",Sold by private treaty 18 Nov 2022
SEAFORD VIC 3198,"$880,000 ",Sold by private treaty 18 Nov 2022
SEYMOUR VIC 3660,"$445,000 ",Sold at auction 18 Nov 2022
SHEPPARTON VIC 3630,"$505,000 ",Sold by private treaty 18 Nov 2022
SOMERVILLE VIC 3912,"$749,950 ",Sold by private treaty 18 Nov 2022
SOUTH YARRA VIC 3141,"$681,000 ",Sold prior to auction 18 Nov 2022
SOUTHBANK VIC 3006,"$605,000 ",Sold by private treaty 18 Nov 2022
ST KILDA VIC 3182,"$340,000 ",Sold by private treaty 18 Nov 2022
STANHOPE VIC 3623,"$452,000 ",Sold by private treaty 18 Nov 2022
STRATFORD VIC 3862,"$485,000 ",Sold by private treaty 18 Nov 2022
STRATHDALE VIC 3550,"$737,500 ",Sold by private treaty 18 Nov 2022
SUNBURY VIC 3429,"$741,000 ",Sold by private treaty 18 Nov 2022
SUNBURY VIC 3429,"$605,888 ",Sold by private treaty 18 Nov 2022
SUNSHINE WEST VIC 3020,"$700,000 ",Sold at auction 18 Nov 2022
TARNEIT VIC 3029,"$655,000 ",Sold by private treaty 18 Nov 2022
TARNEIT VIC 3029,"$625,000 ",Sold by private treaty 18 Nov 2022
TARNEIT VIC 3029,"$673,000 ",Sold by private treaty 18 Nov 2022
TATURA VIC 3616,"$751,000 ",Sold by private treaty 18 Nov 2022
TAWONGA SOUTH VIC 3698,"$674,000 ",Sold by private treaty 18 Nov 2022
TAYLORS HILL VIC 3037,"$741,000 ",Sold at auction 18 Nov 2022
THOMASTOWN VIC 3074,"$5,550,000 ",Sold by private treaty 18 Nov 2022
THORNBURY VIC 3071,"$305,000 ",Sold by private treaty 18 Nov 2022
THORNHILL PARK VIC 3335,"$236,000 ",Sold by private treaty 18 Nov 2022
THORNHILL PARK VIC 3335,"$300,000 ",Sold by private treaty 18 Nov 2022
TONGALA VIC 3621,"$495,000 ",Sold by private treaty 18 Nov 2022
TOOTGAROOK VIC 3941,"$600,000 ",Sold by private treaty 18 Nov 2022
TRARALGON VIC 3844,"$710,000 ",Sold by private treaty 18 Nov 2022
TRARALGON VIC 3844,"$695,000 ",Sold by private treaty 18 Nov 2022
TRARALGON VIC 3844,"$608,000 ",Sold by private treaty 18 Nov 2022
TRARALGON VIC 3844,"$470,000 ",Sold by private treaty 18 Nov 2022
TRARALGON VIC 3844,"$480,000 ",Sold by private treaty 18 Nov 2022
VENUS BAY VIC 3956,"$760,000 ",Sold by private treaty 18 Nov 2022
VENUS BAY VIC 3956,"$605,000 ",Sold by private treaty 18 Nov 2022
VIEWBANK VIC 3084,"$1,270,000 ",Sold at auction 18 Nov 2022
WALLAN VIC 3756,"$600,000 ",Sold by private treaty 18 Nov 2022
WALLAN VIC 3756,"$475,000 ",Sold by private treaty 18 Nov 2022
WANTIRNA VIC 3152,"$910,000 ",Sold prior to auction 18 Nov 2022
WANTIRNA SOUTH VIC 3152,"$507,000 ",Sold prior to auction 18 Nov 2022
WARRAGUL VIC 3820,"$507,000 ",Sold by private treaty 18 Nov 2022
WARRAGUL VIC 3820,"$360,000 ",Sold by private treaty 18 Nov 2022
WARRAGUL VIC 3820,"$1,025,000 ",Sold by private treaty 18 Nov 2022
WARRNAMBOOL VIC 3280,"$530,000 ",Sold by private treaty 18 Nov 2022
WENDOUREE VIC 3355,"$396,000 ",Sold by private treaty 18 Nov 2022
WERRIBEE VIC 3030,"$550,000 ",Sold by private treaty 18 Nov 2022
WERRIBEE VIC 3030,"$640,000 ",Sold by private treaty 18 Nov 2022
WOLLERT VIC 3750,"$1,185,000 ",Sold by private treaty 18 Nov 2022
WOLLERT VIC 3750,"$388,000 ",Sold by private treaty 18 Nov 2022
WONTHAGGI VIC 3995,"$605,000 ",Sold by private treaty 18 Nov 2022
WONTHAGGI VIC 3995,"$640,000 ",Sold by private treaty 18 Nov 2022
WONTHAGGI VIC 3995,"$612,500 ",Sold by private treaty 18 Nov 2022
WYNDHAM VALE VIC 3024,"$835,000 ",Sold at auction 18 Nov 2022
YARRAGON VIC 3823,"$460,000 ",Sold by private treaty 18 Nov 2022
YARROWEYAH VIC 3644,"$775,000 ",Sold by private treaty 18 Nov 2022
ALBERT PARK VIC 3206,"$1,550,000 ",Sold by private treaty 17 Nov 2022
ALFREDTON VIC 3350,"$570,000 ",Sold by private treaty 17 Nov 2022
ALFREDTON VIC 3350,"$650,000 ",Sold by private treaty 17 Nov 2022
BACCHUS MARSH VIC 3340,"$472,000 ",Sold by private treaty 17 Nov 2022
BALACLAVA VIC 3183,"$1,270,000 ",Sold by private treaty 17 Nov 2022
BALLARAT NORTH VIC 3350,"$550,000 ",Sold by private treaty 17 Nov 2022
BANNOCKBURN VIC 3331,"$720,000 ",Sold by private treaty 17 Nov 2022
BARKERS CREEK VIC 3451,"$1,350,000 ",Sold by private treaty 17 Nov 2022
BELMONT VIC 3216,"$725,000 ",Sold by private treaty 17 Nov 2022
BENALLA VIC 3672,"$625,000 ",Sold by private treaty 17 Nov 2022
BENDIGO VIC 3550,"$805,000 ",Sold by private treaty 17 Nov 2022
BENTLEIGH EAST VIC 3165,"$1,200,000 ",Sold by private treaty 17 Nov 2022
BLACK HILL VIC 3350,"$500,000 ",Sold by private treaty 17 Nov 2022
BLACKBURN VIC 3130,"$1,251,000 ",Sold at auction 17 Nov 2022
BLACKBURN NORTH VIC 3130,"$1,200,000 ",Sold at auction 17 Nov 2022
BORONIA VIC 3155,"$800,000 ",Sold by private treaty 17 Nov 2022
BOTANIC RIDGE VIC 3977,"$1,230,000 ",Sold by private treaty 17 Nov 2022
BRIGHTON VIC 3186,"$1,050,000 ",Sold by private treaty 17 Nov 2022
BROADFORD VIC 3658,"$800,000 ",Sold by private treaty 17 Nov 2022
BRUNSWICK EAST VIC 3057,"$449,000 ",Sold by private treaty 17 Nov 2022
BRUNSWICK WEST VIC 3055,"$360,000 ",Sold by private treaty 17 Nov 2022
BULLEEN VIC 3105,"$1,206,800 ",Sold at auction 17 Nov 2022
BULLEEN VIC 3105,"$1,800,000 ",Sold by private treaty 17 Nov 2022
BUNYIP VIC 3815,"$683,000 ",Sold by private treaty 17 Nov 2022
CAPE PATERSON VIC 3995,"$1,020,000 ",Sold by private treaty 17 Nov 2022
CAPEL SOUND VIC 3940,"$950,000 ",Sold by private treaty 17 Nov 2022
CAROLINE SPRINGS VIC 3023,"$760,000 ",Sold by private treaty 17 Nov 2022
CHEWTON VIC 3451,"$258,000 ",Sold by private treaty 17 Nov 2022
CHIRNSIDE PARK VIC 3116,"$790,000 ",Sold by private treaty 17 Nov 2022
CHIRNSIDE PARK VIC 3116,"$885,000 ",Sold by private treaty 17 Nov 2022
CLYDE VIC 3978,"$745,000 ",Sold by private treaty 17 Nov 2022
CLYDE NORTH VIC 3978,"$630,000 ",Sold by private treaty 17 Nov 2022
CLYDE NORTH VIC 3978,"$700,000 ",Sold by private treaty 17 Nov 2022
COBURG VIC 3058,"$1,285,000 ",Sold at auction 17 Nov 2022
COOLAROO VIC 3048,"$437,500 ",Sold by private treaty 17 Nov 2022
COWES VIC 3922,"$775,000 ",Sold by private treaty 17 Nov 2022
CRAIGIEBURN VIC 3064,"$630,000 ",Sold by private treaty 17 Nov 2022
CRAIGIEBURN VIC 3064,"$575,000 ",Sold at auction 17 Nov 2022
CRANBOURNE VIC 3977,"$600,000 ",Sold by private treaty 17 Nov 2022
CRANBOURNE NORTH VIC 3977,"$905,000 ",Sold at auction 17 Nov 2022
CROYDON VIC 3136,"$735,000 ",Sold by private treaty 17 Nov 2022
DALYSTON VIC 3992,"$699,000 ",Sold by private treaty 17 Nov 2022
DANDENONG VIC 3175,"$341,000 ",Sold by private treaty 17 Nov 2022
DELAHEY VIC 3037,"$340,000 ",Sold prior to auction 17 Nov 2022
DENNINGTON VIC 3280,"$620,000 ",Sold by private treaty 17 Nov 2022
DOCKLANDS VIC 3008,"$320,000 ",Sold by private treaty 17 Nov 2022
DONCASTER EAST VIC 3109,"$500,000 ",Sold by private treaty 17 Nov 2022
DONNYBROOK VIC 3064,"$325,000 ",Sold by private treaty 17 Nov 2022
DOREEN VIC 3754,"$768,000 ",Sold by private treaty 17 Nov 2022
DROUIN VIC 3818,"$710,000 ",Sold by private treaty 17 Nov 2022
DROUIN VIC 3818,"$517,500 ",Sold by private treaty 17 Nov 2022
DROUIN VIC 3818,"$585,000 ",Sold by private treaty 17 Nov 2022
ECHUCA VIC 3564,"$730,000 ",Sold by private treaty 17 Nov 2022
ELTHAM VIC 3095,"$1,715,000 ",Sold at auction 17 Nov 2022
EPSOM VIC 3551,"$660,000 ",Sold by private treaty 17 Nov 2022
ESSENDON WEST VIC 3040,"$1,225,000 ",Sold prior to auction 17 Nov 2022
EYNESBURY VIC 3338,"$695,000 ",Sold by private treaty 17 Nov 2022
FERNTREE GULLY VIC 3156,"$715,000 ",Sold by private treaty 17 Nov 2022
FRANKSTON VIC 3199,"$860,000 ",Sold prior to auction 17 Nov 2022
FRANKSTON NORTH VIC 3200,"$490,000 ",Sold by private treaty 17 Nov 2022
GEELONG WEST VIC 3218,"$652,000 ",Sold by private treaty 17 Nov 2022
HADFIELD VIC 3046,"$516,000 ",Sold by private treaty 17 Nov 2022
HADFIELD VIC 3046,"$535,000 ",Sold by private treaty 17 Nov 2022
HAMILTON VIC 3300,"$330,000 ",Sold by private treaty 17 Nov 2022
HASTINGS VIC 3915,"$570,000 ",Sold by private treaty 17 Nov 2022
HEIDELBERG HEIGHTS VIC 3081,"$875,000 ",Sold at auction 17 Nov 2022
HIGHTON VIC 3216,"$377,000 ",Sold by private treaty 17 Nov 2022
HIGHTON VIC 3216,"$920,000 ",Sold by private treaty 17 Nov 2022
HOPPERS CROSSING VIC 3029,"$690,000 ",Sold by private treaty 17 Nov 2022
INVERMAY PARK VIC 3350,"$995,000 ",Sold by private treaty 17 Nov 2022
JEPARIT VIC 3423,"$168,000 ",Sold by private treaty 17 Nov 2022
KANGAROO FLAT VIC 3555,"$550,000 ",Sold by private treaty 17 Nov 2022
KANGAROO FLAT VIC 3555,"$599,000 ",Sold by private treaty 17 Nov 2022
KEILOR DOWNS VIC 3038,"$840,000 ",Sold at auction 17 Nov 2022
KEILOR PARK VIC 3042,"$882,500 ",Sold prior to auction 17 Nov 2022
KILMORE VIC 3764,"$620,000 ",Sold by private treaty 17 Nov 2022
KYABRAM VIC 3620,"$330,000 ",Sold by private treaty 17 Nov 2022
KYNETON VIC 3444,"$703,000 ",Sold by private treaty 17 Nov 2022
